52.80701,12.80904
49.93972,13.14998
50.0844,12.54198
46.95101,13.06799
57.73043,13.69598
46.83221,12.67698
40.84195,12.76198
47.92992,13.47898
50.92459,12.42099
De_Jong,5
0.0,0.067
0.0,0.075
0.0,0.059
0.0,0.057
0.0,0.048
0.0,0.055
0.0,0.047
0.0,0.047
0.0,0.047
0.0,0.047
0.0,0.042
0.0,0.045
0.0,0.046
0.0,0.056
0.0,0.047
0.0,0.047
0.0,0.046
0.0,0.043
0.0,0.048
0.0,0.045
0.0,0.046
0.0,0.043
0.0,0.045
0.0,0.046
0.0,0.047
0.0,0.046
0.0,0.044
0.0,0.047
0.0,0.068
0.0,0.045
De_Jong,10
0.0,0.451
0.0,0.47
0.0,0.53
0.0,0.472
0.0,0.48899
0.0,0.47239
0.0,0.478
0.0,0.506
0.0,0.49098
0.0,0.479
0.0,0.474
0.0,0.458
0.0,0.457
0.0,0.489
0.0,0.46
0.0,0.465
0.0,0.469
0.0,0.461
0.0,0.46
0.0,0.472
0.0,0.45701
0.0,0.461
0.0,0.488
0.0,0.481
0.0,0.482
0.0,0.485
0.0,0.465
0.0,0.46
0.0,0.462
0.0,0.47801
De_Jong,30
0.0,15.04699
0.0,14.946
0.0,14.79698
0.0,15.19998
0.0,14.76898
0.0,14.76598
0.0,14.77398
0.0,14.98198
0.0,14.52198
0.0,15.00498
0.0,15.49098
0.0,15.07799
0.0,15.35446
0.0,14.86298
0.0,14.99299
0.0,15.00699
0.0,15.08898
0.0,14.84398
0.0,14.41899
0.0,14.71398
0.0,14.84598
0.0,14.81098
0.0,14.89899
0.0,14.42019
0.0,14.56398
0.0,14.71398
0.0,14.81498
0.0,14.89398
0.0,14.82798
0.0,15.08098
