36.4321,15.28798
43.82717,14.906
43.33353,14.97798
42.5147,15.02898
46.2272,14.76799
35.20134,14.88998
41.63292,14.59598
36.9091,14.99498
De_Jong,5
0.0,0.094
0.0,0.081
0.0,0.079
0.0,0.075
0.0,0.075
0.0,0.076
0.0,0.07
0.0,0.074
0.0,0.083
0.0,0.075
0.0,0.073
0.0,0.074
0.0,0.075
0.0,0.074
0.0,0.073
0.0,0.074
0.0,0.074
0.0,0.075
0.0,0.085
0.0,0.071
0.0,0.082
0.0,0.073
0.0,0.073
0.0,0.07
0.0,0.072
0.0,0.078
0.0,0.082
0.0,0.077
0.0,0.076
0.0,0.075
De_Jong,10
0.0,0.643
0.0,0.639
0.0,0.652
0.0,0.636
0.0,0.645
0.0,0.637
0.0,0.639
0.0,0.652
0.0,0.64701
0.0,0.646
0.0,0.652
0.0,0.681
0.0,0.641
0.0,0.664
0.0,0.644
0.0,0.643
0.0,0.656
0.0,0.629
0.0,0.645
0.0,0.653
0.0,0.633
0.0,0.665
0.0,0.661
0.0,0.645
0.0,0.651
0.0,0.671
0.0,0.643
0.0,0.67221
0.0,0.667
0.0,0.64
De_Jong,30
0.0,19.51297
0.0,19.01597
0.0,19.45798
0.0,18.47897
0.0,19.27498
0.0,17.39498
0.0,18.13395
0.0,17.76998
0.0,17.30072
0.0,17.22998
0.0,17.41398
0.0,17.26298
0.0,17.45398
0.0,17.30498
0.0,17.54693
0.0,17.25098
0.0,17.32198
0.0,16.94498
0.0,17.18698
0.0,17.56198
0.0,17.42298
0.0,17.19529
0.0,17.03798
0.0,17.41898
0.0,16.93999
0.0,17.50298
0.0,17.13798
0.0,17.05198
0.0,17.15398
0.0,17.16898
